from	to
84327	8312
6860	6857
6860	5126
6860	6855
6860	6853
6860	10815
6860	6844
6860	6014
6860	8224
6860	10814
6860	10497
6860	1114
6860	9378
6860	23025
6860	6854
56923	10874
56923	10316
56923	129521
5145	109
5145	2984
5145	10681
5145	8787
5145	5149
5145	6094
5145	2977
5145	114
5145	5147
5145	115
5145	6010
5145	107
5145	112
5145	196883
5145	54714
5145	5148
5145	388531
5145	4882
5145	108
5145	55811
5145	4881
5145	23746
5145	113
5145	1259
5145	111
5145	5158
5145	2782
10208	79664
10208	27351
10208	23379
10208	51029
64328	1434
64328	56648
64328	23214
64328	7298
64328	6657
64328	11260
64328	1984
64328	7402
64328	9670
64328	7514
64328	5901
56163	143689
56163	440822
56163	55124
56163	126668
56163	91646
56163	9399
1131	85397
1131	5330
1131	3827
1131	2776
1131	2915
1131	1128
1131	57085
1131	23236
1131	55970
1131	1133
4622	9172
4622	8826
4622	146862
4622	10788
4622	7140
4622	10398
4622	4632
4622	29895
4622	4635
4622	4625
4622	487
4622	4606
4622	7168
4622	58529
4622	4628
4622	7135
4622	58
4622	7125
4622	7136
4622	4634
4622	4629
4622	4636
4622	4626
4622	4624
4622	8735
4622	89
4622	88
4622	4637
4622	140465
4622	103910
4622	4621
4622	7273
4622	79784
10400	10162
10400	54947
10400	5338
10400	3931
10400	1119
10400	635
10400	79888
10400	5130
10400	1040
10400	129642
10400	81490
10400	5319
10400	254531
10400	55349
10400	11145
10400	154141
10400	5337
10400	5321
10400	9468
10400	23761
10400	122618
10400	255189
10400	23646
10400	9791
10400	10390
10400	5833
6341	51204
6341	10063
6341	1352
6341	4722
6341	131474
6341	1353
6341	7386
6341	54205
6341	9377
6341	493753
6341	90639
6341	538
6341	4512
6341	4513
6341	388753
6341	6834
6341	116228
6341	285521
6341	475
6341	1327
6341	5018
1116	3479
1116	3596
1116	3598
1116	6382
1116	124446
1116	4747
4608	7097
4608	275
4608	118490
4608	6504
4608	4632
4608	387787
4608	4179
4608	2653
4608	4948
4608	7125
4608	2731
9201	8549
9201	1641
9201	4081
9201	26960
8900	891
8900	1022
8900	902
8900	91768
8900	23595
8900	1019
8900	9700
8900	4193
8900	9493
8900	3832
8900	4331
8900	894
8900	904
8900	4173
8900	5934
8900	9088
8900	898
8900	1871
8900	4175
8900	905
8900	4171
8900	1062
8900	1021
8900	1017
8900	5925
8900	26277
8900	7157
8900	890
8900	6502
8900	55651
8900	255626
8900	7013
8900	472
8900	701
8900	9133
8900	6777
8900	4085
8900	5001
8900	54386
8900	5347
8900	81620
8900	332
8900	699
8900	993
8900	157570
8900	4176
8900	7015
8900	1163
8900	5519
8900	995
8900	55135
8900	5518
8900	8454
8900	55505
8900	6776
8900	2305
8900	1869
8900	50613
8900	11065
8900	25913
8900	51750
8900	8881
8900	1870
8900	56647
8900	1736
8900	7272
8900	4998
8900	991
8900	896
8900	1025
8900	5928
8900	5933
8900	219771
8900	7027
8900	1164
8900	85417
8900	84515
8900	1874
8900	5218
8900	8812
8900	8697
8900	51343
8900	983
8900	1026
8900	1994
8900	51434
8900	1875
8900	51755
8900	100529145
8900	7465
8900	1018
8900	1028
8900	5515
8900	9134
8900	996
8900	25792
8900	5000
8900	83461
8900	388324
8900	4172
8900	65057
5994	5993
5994	8625
5994	4261
79589	9101
79589	55611
55643	8452
55643	8533
55643	9318
55643	10980
55643	10987
55643	7150
55643	85363
23640	64965
23640	11224
23640	80273
23640	6205
23640	6188
23640	63875
23640	81570
23640	22824
23640	3313
23640	3308
23640	6137
23640	84446
23640	10808
23640	3309
23640	64976
23640	3320
23640	10963
23640	6125
23640	9532
23640	51116
23640	6135
23640	3304
23640	3303
23640	3306
23640	64968
23640	7311
23640	6147
23640	6222
23640	83475
23640	6133
23640	9349
23640	573
23640	64979
23640	3297
23640	3312
23640	2197
23640	6141
23640	55621
23640	6209
23640	10525
1455	4040
1455	8312
1455	7531
1455	7157
1455	89780
1455	8321
1455	7471
1455	4041
1455	53944
1455	7532
1455	1857
1455	2535
1455	2932
1455	7479
1455	2810
1455	7529
1455	1855
1455	2308
1455	10087
1455	10971
1455	7534
1455	2736
1455	7478
25914	9662
25914	163786
25914	79839
25914	6491
25914	55835
25914	374864
25914	91133
28992	27289
28992	142
28992	54936
28992	55506
28992	3875
28992	116969
28992	8505
28992	2099
28992	221443
5920	57506
5920	1382
123811	6271
123811	89927
123811	5108
123811	8481
123811	9851
123811	6277
84246	2167
84246	29079
84246	51586
84246	9441
84246	9477
84246	55090
84246	5433
84246	23389
84246	9412
84246	9443
84246	112950
84246	9442
84246	5439
84246	400569
84246	26043
84246	90390
84246	5346
84246	5469
84246	51129
84246	5436
84246	4023
84246	3952
84246	55588
84246	5105
84246	9282
84246	10025
84246	81857
84246	219541
84246	5440
84246	9439
84246	23097
84246	2959
84246	54797
84246	9968
84246	5431
84246	1024
84246	9862
84246	2958
84246	9969
84246	9370
84246	948
84246	5435
84246	5437
84246	116931
84246	1050
84246	892
84246	5434
84246	5430
84246	10001
84246	6837
79879	9546
79879	10095
5297	891
5297	5330
5297	3685
5297	5289
5297	8503
5297	5007
5297	200576
5297	55300
5297	8395
5297	5286
5297	89869
5297	9110
5297	4661
5297	23236
5297	9218
5297	8898
5297	8871
5297	22876
5297	5287
5297	5298
5297	8394
5297	8776
5297	4534
5297	55361
5297	4952
5297	51196
5297	56623
5297	5728
5297	23413
5297	3633
5297	55613
5297	5305
5297	5332
5297	9107
5297	138429
5297	22908
5297	23041
5297	57217
5297	983
5297	2185
5297	22979
5297	8897
5297	84812
5297	23533
5297	5923
5297	8867
5297	9217
5297	5295
5297	5333
5297	5331
5297	5288
5297	3690
5297	23396
5297	113026
5297	146850
5297	5336
5297	8396
55303	170575
55303	155038
55303	168537
55303	55340
55303	474344
23608	10000
23608	29896
23608	26986
23608	100996928
23608	5728
23608	208
23608	207
57180	10552
57180	10096
57180	123720
57180	51517
57180	10092
57180	10109
57180	8607
57180	3059
57180	93973
57180	81873
57180	60
57180	7454
57180	10097
57180	10093
57180	10095
57180	832
57180	10540
57180	71
57180	10163
4922	6272
4922	2922
4922	10874
4922	3827
4922	51083
4922	2796
4922	1392
4922	6750
4922	3060
4922	7200
4922	6869
4922	23620
4922	6863
4922	2520
4922	796
4922	51738
4922	5697
4922	7432
4922	4923
4922	57486
4922	4828
4922	174
4922	885
4922	5443
4922	4852
4922	24144
4922	2641
4922	4295
4922	285175
4922	5173
4922	5539
694	10036
694	8208
694	29883
694	2309
694	3276
694	9337
3845	5156
3845	152831
3845	1019
3845	58489
3845	153090
3845	5037
3845	5525
3845	999
3845	5159
3845	898
3845	8503
3845	27330
3845	5605
3845	5595
3845	5588
3845	2033
3845	2906
3845	57731
3845	5582
3845	3791
3845	5290
3845	7531
3845	5593
3845	9693
3845	2247
3845	25759
3845	6774
3845	2255
3845	3383
3845	5924
3845	1950
3845	1017
3845	2065
3845	9321
3845	2252
3845	3480
3845	8826
3845	7157
3845	2064
3845	805
3845	6233
3845	5899
3845	5921
3845	8817
3845	1956
3845	9046
3845	11160
3845	4915
3845	4851
3845	5058
3845	55294
3845	5922
3845	2776
3845	7074
3845	9530
3845	5147
3845	3815
3845	673
3845	5291
3845	3460
3845	369
3845	266747
3845	2264
3845	9965
3845	7039
3845	1437
3845	161742
3845	5347
3845	5604
3845	598
3845	23179
3845	2339
3845	7314
3845	3667
3845	2783
3845	5579
3845	5581
3845	7532
3845	9986
3845	4296
3845	10125
3845	9610
3845	5519
3845	2250
3845	2771
3845	8877
3845	5062
3845	30835
3845	7094
3845	4233
3845	51332
3845	4691
3845	818
3845	10434
3845	8289
3845	27436
3845	2253
3845	5518
3845	6794
3845	3563
3845	9364
3845	9021
3845	5155
3845	2248
3845	22821
3845	3320
3845	5529
3845	3932
3845	10235
3845	817
3845	2261
3845	5910
3845	5781
3845	2810
3845	5747
3845	4089
3845	2066
3845	2770
3845	3716
3845	23463
3845	9771
3845	5170
3845	1499
3845	22806
3845	1739
3845	1399
3845	5154
3845	2534
3845	3181
3845	2335
3845	5979
3845	5879
3845	200734
3845	6711
3845	801
3845	11186
3845	51114
3845	60
3845	51125
3845	4763
3845	5294
3845	5602
3845	8822
3845	5063
3845	4916
3845	2475
3845	9542
3845	4215
3845	9846
3845	9462
3845	3459
3845	6708
3845	6098
3845	8036
3845	4893
3845	2773
3845	2778
3845	3725
3845	51196
3845	2902
3845	5728
3845	5900
3845	10718
3845	2889
3845	6709
3845	7529
3845	10817
3845	5292
3845	6714
3845	3561
3845	10256
3845	1741
3845	2048
3845	177
3845	6850
3845	53358
3845	8660
3845	1740
3845	51104
3845	5293
3845	5590
3845	22866
3845	6197
3845	3559
3845	7010
3845	9365
3845	5786
3845	3717
3845	10971
3845	2254
3845	238
3845	2885
3845	57139
3845	2804
3845	5580
3845	145957
3845	6046
3845	27040
3845	5599
3845	685
3845	374
3845	816
3845	7534
3845	2120
3845	23365
3845	5609
3845	815
3845	8844
3845	4214
3845	1742
3845	864
3845	1439
3845	25780
3845	5970
3845	3084
3845	2909
3845	10746
3845	6654
3845	7311
3845	283455
3845	3718
3845	23533
3845	2260
3845	1438
3845	5601
3845	4908
3845	8823
3845	387
3845	6464
3845	8315
3845	8831
3845	409
3845	5923
3845	3265
3845	5578
3845	2263
3845	4140
3845	255324
3845	5527
3845	627
3845	865
3845	5528
3845	5515
3845	1029
3845	5863
3845	6196
3845	5295
3845	284
3845	4067
3845	6712
3845	6195
3845	399687
3845	7316
3845	88
3845	10818
3845	8437
3845	6710
3845	207
3845	3690
3845	112476
3845	83593
3845	7525
3845	4909
3845	2323
3845	7409
3845	2904
3845	4842
3845	7422
3845	5245
3845	4609
3845	115727
3845	7750
3845	4684
3845	146850
3845	2246
3845	2782
3845	4747
10526	11097
10526	55746
10526	3843
10526	3839
10526	25885
10526	53371
10526	5903
10526	23165
10526	3837
10526	129401
10526	9688
10526	4928
10526	4088
10526	3842
10526	348995
10526	10762
10526	79711
10526	8021
10526	55705
10526	7175
10526	55706
10526	10422
10526	9670
10526	23511
10526	26523
10526	23279
10526	5431
10526	6396
10526	9883
10526	8480
10526	81929
10526	7514
10526	51194
10526	5902
10526	9972
10526	84172
10526	5901
10526	79023
10526	4927
10526	23636
10526	5430
10526	100101267
5375	4330
5375	57716
5375	5824
2167	1019
2167	29079
2167	1387
2167	7350
2167	51586
2167	2033
2167	9441
2167	10891
2167	9477
2167	55090
2167	23389
2167	9412
2167	9443
2167	5468
2167	112950
2167	9442
2167	400569
2167	2168
2167	90390
2167	5346
2167	5469
2167	2194
2167	4023
2167	3952
2167	55588
2167	1149
2167	6517
2167	9282
2167	10025
2167	81857
2167	219541
2167	57104
2167	9967
2167	6720
2167	9439
2167	23097
2167	5728
2167	8202
2167	896
2167	54797
2167	9968
2167	1024
2167	3717
2167	2172
2167	9862
2167	3630
2167	9969
2167	8648
2167	5465
2167	9370
2167	51099
2167	10499
2167	85441
2167	6256
2167	1050
2167	892
2167	84498
2167	10001
2167	6837
29080	79171
29080	84298
29080	6440
29080	7270
29080	6439
29080	147339
10894	6366
10894	2324
10894	2247
10894	3680
10894	10630
10894	682
10894	54345
10894	5629
10894	55576
10894	3161
10894	960
10894	8692
10894	147372
10894	5175
10894	7422
10894	7424
84953	9645
84953	10890
84953	4218
84953	81876
81846	23011
81846	8898
81846	1121
81846	1122
81846	2665
81846	2664
81846	121512
81846	79628
81846	9150
9645	91584
9645	57553
22800	8503
22800	5605
22800	5338
22800	5290
22800	9693
22800	5924
22800	5921
22800	5922
22800	7074
22800	673
22800	5291
22800	369
22800	5604
22800	23179
22800	5581
22800	10125
22800	9610
22800	9364
22800	22821
22800	5337
22800	9771
22800	11186
22800	4763
22800	4215
22800	8036
22800	55970
22800	51196
22800	5900
22800	5293
22800	11069
22800	23365
22800	4214
22800	55698
22800	25780
22800	10746
22800	6654
22800	10411
22800	8315
22800	8831
22800	5923
22800	1029
22800	5863
22800	5295
22800	8437
22800	83593
22800	115727
22800	2782
56154	1019
56154	255626
56154	472
56154	3017
56154	388662
56154	164153
56154	85236
56154	8290
56154	8349
56154	6118
56154	8340
56154	675
56154	5888
56154	285498
56154	672
56154	3014
56154	8970
56154	8348
56154	8342
56154	8345
56154	54145
56154	3018
56154	8341
51669	6836
51669	84502
51669	100526772
51669	6786
51669	84876
79845	81790
78986	204
57578	9094
57578	285175
79820	27092
79820	775
79820	59283
79820	347732
79820	776
79820	10369
79820	784
79820	117144
79820	783
79820	246329
79820	8912
79820	781
79820	6261
79820	779
79820	777
79820	774
79820	3304
79820	778
79820	257062
79820	117155
79820	93589
79820	59284
79820	3306
79820	2280
79820	57828
79820	123036
79820	378807
79820	51252
79820	785
55237	157567
55333	388364
55333	8871
55333	28514
55333	6238
55333	22908
55333	100529257
23508	221092
23508	80789
1965	10574
1965	8669
1965	6132
1965	440275
1965	1615
1965	8892
1965	9775
1965	6205
1965	5686
1965	6233
1965	8893
1965	908
1965	6188
1965	22948
1965	8562
1965	84365
1965	10694
1965	9669
1965	3837
1965	1973
1965	7203
1965	6059
1965	6228
1965	10576
1965	5036
1965	6203
1965	3308
1965	1051
1965	9451
1965	6137
1965	1938
1965	6138
1965	5708
1965	5705
1965	836
1965	6124
1965	26986
1965	23
1965	6950
1965	6210
1965	3309
1965	3735
1965	5499
1965	1974
1965	4733
1965	51065
1965	1937
1965	8663
1965	3320
1965	468
1965	1915
1965	6201
1965	6129
1965	5501
1965	6187
1965	467
1965	6227
1965	6122
1965	6157
1965	6144
1965	6218
1965	6189
1965	3921
1965	6231
1965	8891
1965	2107
1965	8662
1965	2475
1965	6136
1965	84919
1965	22926
1965	6232
1965	7073
1965	8661
1965	6125
1965	6130
1965	8668
1965	6191
1965	4736
1965	5540
1965	6135
1965	8894
1965	1964
1965	6194
1965	728689
1965	1653
1965	23521
1965	10146
1965	10575
1965	6164
1965	5500
1965	6235
1965	9045
1965	6202
1965	1654
1965	8672
1965	6208
1965	10213
1965	6741
1965	1975
1965	6147
1965	5701
1965	6222
1965	8890
1965	22809
1965	6139
1965	2935
1965	6133
1965	7072
1965	2081
1965	84154
1965	6128
1965	10969
1965	6134
1965	6229
1965	1967
1965	1981
1965	83939
1965	6165
1965	10209
1965	9349
1965	1977
1965	3035
1965	6224
1965	8667
1965	8665
1965	1982
1965	6230
1965	2197
1965	6207
1965	10658
1965	10480
1965	5901
1965	1649
1965	6175
1965	6158
1965	6154
1965	6155
1965	6209
1965	25804
1965	10436
1965	6223
1965	6234
1965	6193
1965	100529239
1965	1656
1965	6204
1965	51386
8748	2515
8748	6677
8748	11085
8748	8747
55140	55226
55140	55759
55140	1801
55140	56902
55140	8850
55140	8520
55140	54859
55140	84128
55140	26155
55140	54802
55140	79969
55140	79050
55140	55299
55140	55153
55140	23560
55140	80135
55140	112970
55140	9790
55140	4839
55140	26610
55140	23587
55140	7994
55140	348180
55140	90353
55140	117246
55140	91801
55140	64210
55140	81605
55140	55250
55140	51068
55140	285381
55140	51504
55140	9904
55140	84172
55140	23246
55140	55621
157310	11222
157310	64969
157310	55909
157310	740
157310	63875
157310	54948
157310	5604
157310	153745
157310	26589
157310	64976
157310	84545
157310	7818
157310	51021
157310	64960
157310	6714
157310	51069
157310	9801
157310	64979
8932	8099
8932	11321
8932	9219
8932	8467
8932	3015
8932	8819
8932	7343
8932	10419
8932	1789
8932	9112
8932	1108
8932	1786
8932	54815
8932	51222
8932	57459
8932	5928
8932	3065
8932	23309
8932	5931
8932	1107
8932	125997
8932	25942
8932	51105
8932	23028
8932	57504
8932	53615
8932	3066
8932	3014
8932	10284
51124	200185
51124	84064
51124	286451
51124	153339
92259	64965
92259	28973
92259	4528
92259	64969
92259	28957
92259	51373
92259	51023
92259	10240
92259	64963
92259	64951
92259	51649
92259	54998
92259	7818
92259	51116
92259	55168
92259	118487
92259	51021
92259	64960
92259	64949
92259	219402
92259	51650
92259	64968
92259	6183
92259	56945
92259	63931
92259	10884
92259	23107
92259	28977
92259	54460
891	1022
891	902
891	23595
891	1019
891	10024
891	9700
891	11097
891	9493
891	3832
891	4331
891	894
891	4001
891	55746
891	9663
891	10403
891	51433
891	904
891	4173
891	9088
891	898
891	81930
891	55723
891	4175
891	905
891	7531
891	27338
891	53371
891	4171
891	1062
891	54908
891	5576
891	5577
891	1021
891	54443
891	1017
891	5925
891	7157
891	10733
891	83540
891	890
891	6502
891	10769
891	255626
891	113130
891	472
891	79682
891	57405
891	5903
891	220134
891	23165
891	10592
891	701
891	9133
891	3017
891	6777
891	129401
891	3015
891	4085
891	308
891	6469
891	5885
891	5001
891	9833
891	29781
891	5347
891	22974
891	6240
891	81620
891	55957
891	332
891	7083
891	699
891	6795
891	23244
891	993
891	2237
891	7532
891	79801
891	83879
891	157570
891	4176
891	94239
891	91272
891	81876
891	9688
891	55215
891	836
891	1163
891	5519
891	55055
891	23047
891	64689
891	9212
891	29882
891	7298
891	901
891	4928
891	221150
891	995
891	144455
891	10615
891	8243
891	5571
891	56992
891	5518
891	9918
891	5520
891	10460
891	4661
891	157313
891	9735
891	8331
891	286826
891	842
891	402569
891	8338
891	5727
891	348235
891	54821
891	1033
891	1058
891	64682
891	3930
891	2810
891	3013
891	6776
891	132660
891	348995
891	2305
891	545
891	900
891	1869
891	10762
891	11065
891	85236
891	51529
891	60
891	10051
891	5557
891	23133
891	51530
891	8021
891	8881
891	6241
891	9126
891	8556
891	9824
891	9156
891	8290
891	1063
891	51514
891	4751
891	29089
891	9928
891	259266
891	7175
891	4000
891	387103
891	4288
891	56647
891	9184
891	8349
891	7272
891	2316
891	5567
891	1647
891	55706
891	860
891	55165
891	4998
891	9585
891	8438
891	1263
891	11004
891	991
891	23511
891	896
891	55143
891	64900
891	1025
891	5928
891	1104
891	7321
891	11130
891	24137
891	219771
891	7027
891	22919
891	1164
891	84930
891	85417
891	5568
891	8340
891	8334
891	26586
891	23279
891	84515
891	5111
891	2308
891	5218
891	5983
891	1854
891	1024
891	7158
891	11200
891	5888
891	10274
891	6396
891	8812
891	5984
891	1894
891	55839
891	4926
891	3161
891	9232
891	9055
891	3619
891	8697
891	10112
891	51343
891	9883
891	983
891	8480
891	899
891	494551
891	81929
891	1654
891	81624
891	1026
891	7514
891	54892
891	5861
891	7311
891	1111
891	92906
891	8317
891	3833
891	23175
891	51755
891	100529145
891	7465
891	286151
891	29127
891	8318
891	5923
891	57820
891	3925
891	1018
891	7153
891	55635
891	55355
891	865
891	51512
891	2801
891	55388
891	5515
891	672
891	1020
891	29945
891	55872
891	9134
891	23310
891	3014
891	996
891	3838
891	55766
891	25906
891	83461
891	9972
891	8615
891	79023
891	91750
891	207
891	51203
891	4927
891	147841
891	146909
891	23636
891	10198
891	8970
891	440686
891	8348
891	119504
891	8342
891	10393
891	8345
891	79866
891	29128
891	4609
891	4172
891	100101267
891	54145
891	3018
891	8341
891	474382
1022	902
1022	1643
1022	4005
1022	1019
1022	2968
1022	4331
1022	894
1022	10681
1022	904
1022	898
1022	8178
1022	6929
1022	2033
1022	25885
1022	905
1022	1161
1022	1021
1022	2965
1022	1017
1022	7157
1022	5433
1022	890
1022	2960
1022	2071
1022	9133
1022	29101
1022	5439
1022	6886
1022	861
1022	1642
1022	5436
1022	3094
1022	2072
1022	1163
1022	6879
1022	901
1022	5441
1022	2966
1022	4004
1022	2963
1022	2810
1022	5440
1022	900
1022	1869
1022	2624
1022	2073
1022	2961
1022	5887
1022	56949
1022	56647
1022	8732
1022	6877
1022	1069
1022	2959
1022	896
1022	1025
1022	58490
1022	6118
1022	219771
1022	7507
1022	7936
1022	1164
1022	85417
1022	2623
1022	2625
1022	5218
1022	5431
1022	1024
1022	8731
1022	57654
1022	8812
1022	2068
1022	6908
1022	2962
1022	983
1022	2958
1022	55197
1022	1026
1022	5916
1022	6938
1022	8861
1022	51755
1022	3185
1022	5435
1022	2099
1022	6872
1022	64210
1022	1028
1022	865
1022	138474
1022	1020
1022	728340
1022	6917
1022	892
1022	9134
1022	2967
1022	2957
1022	5886
1022	6829
1022	404672
1022	79871
1022	5434
1022	5430
1022	9150
4064	23643
4064	929
4064	7099
4064	9450
3656	3557
3656	7097
3656	11213
3656	3552
3656	3553
3656	6233
3656	23643
3656	7098
3656	64127
3656	8772
3656	7314
3656	54472
3656	3556
3656	7334
3656	91689
3656	7335
3656	5606
3656	3146
3656	7096
3656	23118
3656	6885
3656	3654
3656	1147
3656	7099
3656	257397
3656	51284
3656	114609
3656	5609
3656	5970
3656	3554
3656	7311
3656	51135
3656	4615
3656	6416
3656	353376
3656	3551
3656	7189
3656	7316
3656	5608
3656	8517
8536	466
8536	9647
8536	805
8536	808
8536	4846
8536	10645
8536	801
8536	8874
8536	28964
8536	1385
8536	3781
7428	84925
7428	51588
7428	2033
7428	23476
7428	2034
7428	51138
7428	27338
7428	8533
7428	112483
7428	7157
7428	8994
7428	472
7428	7411
7428	9669
7428	54165
7428	26043
7428	55662
7428	9318
7428	598
7428	10980
7428	6950
7428	84260
7428	7398
7428	10920
7428	3181
7428	2335
7428	7329
7428	10987
7428	405
7428	54583
7428	23032
7428	7319
7428	64708
7428	7321
7428	10253
7428	64344
7428	5590
7428	22836
7428	7341
7428	2873
7428	8065
7428	5580
7428	10168
7428	7322
7428	11127
7428	6597
7428	1029
7428	3091
7428	7316
7428	8453
7428	10628
7428	112398
7428	7422
7428	5430
8553	6095
8553	6774
8553	57697
8553	2176
8553	4783
8553	9575
8553	9975
8553	80010
8553	6097
8553	2188
8553	4862
8553	641
8553	29089
8553	8945
8553	3065
8553	50514
8553	6096
8553	2189
8553	2175
8553	2187
8553	406
8553	55120
8553	6256
8553	7156
8553	8863
55207	5862
55207	7879
55207	285362
55207	3708
55207	3799
55207	23339
55207	9842
55207	79036
9695	56886
9695	79139
9695	4124
9695	54431
9695	9601
9695	7184
9695	2923
9695	80267
9695	10956
9695	811
9695	3309
9695	5034
9695	6400
9695	7415
9695	22926
9695	55741
9695	84447
9695	91319
9695	2081
9695	9709
9695	5265
9695	4122
9695	5611
10752	6855
10752	2247
10752	8829
10752	286
10752	8128
10752	1000
10752	4915
10752	1808
10752	1641
10752	2534
10752	2674
10752	7430
10752	2045
10752	375790
10752	5621
10752	5786
10752	5803
10752	3688
10752	10020
10752	960
10752	27255
10752	2668
10752	3312
89978	1801
89978	92715
89978	151242
89978	1938
89978	51611
89978	140469
89978	120526
89978	285381
79768	11104
79768	10300
79768	84056
56851	9470
56851	51234
56851	5692
56851	93380
56851	284361
56851	25912
56851	5690
56851	83460
56851	161779
56851	200765
56851	55009
56851	51016
56851	23065
56851	27243
271	4907
271	2766
271	8622
271	122481
271	132
271	1633
271	158067
271	3251
271	956
271	124583
271	5151
271	3615
271	122622
271	22978
271	3614
271	204
271	104
271	5167
271	159
271	2773
271	953
271	377841
271	100
271	353
271	3704
271	5141
271	105
271	50808
271	205
271	272
271	5150
271	115024
271	5169
271	221264
271	131870
271	270
271	51251
271	158
7252	1392
7252	170589
7252	3973
7252	5617
7252	7200
7252	2692
7252	5449
7252	9095
7252	8022
7252	2691
7252	2140
7252	7068
7252	5443
7252	2492
7252	2488
7252	7201
7252	7253
7252	1734
7252	116
7252	1081
2949	2947
2949	55745
2949	127
2949	653689
2949	27306
2949	128
2949	125
2949	2938
2949	1576
2949	2686
2949	9588
2949	119391
2949	2879
2949	257202
2949	2882
2949	4259
2949	9446
2949	2948
2949	2941
2949	221357
2949	1543
2949	2878
2949	2877
2949	130
2949	4257
2949	2678
2949	2880
2949	2876
2949	2939
2949	131
2949	493869
2949	126
2949	1571
2949	1545
2949	2052
2949	4258
2947	1559
2947	127
2947	1562
2947	653689
2947	27306
2947	128
2947	1548
2947	125
2947	2944
2947	1555
2947	2938
2947	1576
2947	2686
2947	1544
2947	9588
2947	119391
2947	2879
2947	257202
2947	2882
2947	4259
2947	9446
2947	2948
2947	2941
2947	1558
2947	1557
2947	1543
2947	2878
2947	2877
2947	130
2947	4257
2947	2880
2947	2876
2947	218
2947	2939
2947	131
2947	493869
2947	126
2947	1571
2947	1545
2947	2052
2947	4258
6272	6610
6272	23431
6272	83464
6272	114815
6272	7531
6272	839
6272	5286
6272	7157
6272	1952
6272	4915
6272	351
6272	23385
6272	55737
6272	79158
6272	255738
6272	23620
6272	54205
6272	4023
6272	6868
6272	23062
6272	6844
6272	2580
6272	6517
6272	1176
6272	5663
6272	4692
6272	9001
6272	57142
6272	26088
6272	25977
6272	28986
6272	1869
6272	3482
6272	5602
6272	7037
6272	4916
6272	1270
6272	23557
6272	51107
6272	4803
6272	10717
6272	84722
6272	4923
6272	9829
6272	4952
6272	9559
6272	9500
6272	27131
6272	7293
6272	6643
6272	51429
6272	8301
6272	164
6272	5660
6272	5599
6272	10618
6272	8907
6272	5601
6272	4782
6272	11319
6272	627
6272	286451
6272	4043
6272	4914
6272	3312
6272	7189
6272	23163
6272	8905
6272	116519
6272	5878
6272	55851
6272	10782
6272	1213
6272	51699
10542	79726
10542	6009
10542	10325
10542	57600
10542	55004
10542	201163
10542	51422
10542	84219
10542	7248
10542	332
10542	57521
10542	144577
10542	84232
10542	5571
10542	11133
10542	54468
10542	1978
10542	389541
10542	5562
10542	6832
10542	2475
10542	28956
10542	58528
10542	331
10542	5563
10542	64121
10542	10670
10542	6396
10542	528
10542	153129
10542	81929
10542	9681
10542	23677
10542	27244
10542	53632
10542	96459
10542	8649
10542	1977
10542	207
10542	64223
10542	23334
10542	4609
10542	8131
4853	1840
4853	102
4853	57534
4853	83464
4853	10959
4853	1387
4853	6487
4853	2033
4853	4854
4853	2208
4853	4851
4853	7082
4853	351
4853	9794
4853	7471
4853	23385
4853	56983
4853	5986
4853	6868
4853	5870
4853	1857
4853	113878
4853	5663
4853	3714
4853	57690
4853	6400
4853	23462
4853	11317
4853	1499
4853	3516
4853	4242
4853	487
4853	489
4853	28514
4853	5664
4853	23493
4853	51107
4853	9148
4853	54492
4853	192669
4853	26523
4853	192670
4853	4855
4853	23509
4853	23013
4853	388585
4853	1855
4853	2683
4853	27327
4853	4192
4853	1385
4853	4343
4853	23112
4853	59
4853	55534
4853	142678
4853	84441
4853	6484
4853	488
4853	1272
4853	8650
4853	55851
4853	10402
4853	5045
80263	8424
80263	6769
80263	50852
80263	90933
80263	3812
80263	55217
80263	3802
80263	3805
80263	10580
80263	3811
80263	9873
377	9493
377	23431
377	11316
377	26286
377	372
377	378
377	81876
377	55738
377	22820
377	9276
377	26088
377	9179
377	1314
377	5298
377	10717
377	8729
377	3630
377	5861
377	27236
377	387
377	26958
377	84364
377	23163
377	375
377	8120
377	8615
377	22818
377	9554
377	51226
377	23647
54407	8140
54407	6505
54407	6507
54407	6506
54407	11280
54407	23428
54407	5089
54407	6520
54407	6510
54407	81539
54407	6512
57498	3791
57498	9693
57498	4915
57498	1398
57498	5587
57498	1399
57498	4916
57498	91252
57498	4803
57498	5906
57498	2889
57498	4908
57498	627
57498	4914
57498	4909
129607	8638
129607	4907
129607	3978
129607	8382
129607	1633
129607	6240
129607	956
129607	1841
129607	94240
129607	9781
129607	79077
129607	4600
129607	4830
129607	22978
129607	54963
129607	1635
129607	93034
129607	6241
129607	5167
129607	29922
129607	7371
129607	953
129607	377841
129607	3434
129607	3437
129607	3433
129607	51727
129607	83549
129607	139596
129607	1854
129607	91543
129607	56953
129607	654364
129607	4831
129607	55601
129607	4599
129607	115024
129607	5169
129607	221264
129607	10201
129607	100526794
129607	51251
63982	2774
63982	25792
10468	10220
10468	2660
10468	83729
10468	3625
10468	285704
10468	3626
10468	117166
10468	9241
10468	283
10468	93
10468	657
10468	659
10468	25805
10468	650
10468	655
10468	658
10468	56963
81494	3078
81494	10877
10595	84516
10595	3309
10595	22926
4677	79587
4677	16
4677	4141
4677	5188
4677	79731
4677	92935
4677	5859
4677	2193
4677	51067
