from	to
204219	7368
204219	348938
204219	8877
204219	2629
204219	59344
204219	130367
204219	8560
204219	91012
204219	339221
204219	6609
204219	340485
204219	259230
204219	6785
204219	7357
204219	57704
204219	427
204219	253782
204219	285848
204219	166929
204219	56624
204219	2531
204219	55627
204219	55331
204219	10715
23460	2308
23460	2309
55286	10494
55286	8428
55286	11235
7345	351
7345	120892
7345	7001
7345	7314
7345	6863
7345	796
7345	6622
7345	10987
7345	10004
7345	65018
7345	7347
7345	2596
7345	983
7345	7311
7345	3920
7345	11315
7345	3312
7345	2026
7345	7316
7345	4684
84976	3549
84976	6469
84976	7546
84976	3170
84976	55733
83648	55024
83648	150082
83648	286046
252969	4968
252969	11284
252969	79661
252969	4904
252969	3980
252969	4780
79895	161291
89780	7476
89780	27123
89780	8324
89780	11197
89780	8321
89780	7484
89780	54361
89780	7471
89780	4041
89780	2487
89780	6469
89780	64321
89780	7480
89780	50964
89780	8313
89780	79412
89780	7314
89780	53944
89780	5519
89780	3172
89780	1857
89780	2253
89780	64840
89780	2535
89780	5518
89780	2932
89780	7481
89780	633
89780	9241
89780	139285
89780	115908
89780	83999
89780	5529
89780	857
89780	7479
89780	7477
89780	1499
89780	8326
89780	79971
89780	147495
89780	284654
89780	8323
89780	7855
89780	6934
89780	7482
89780	50999
89780	55361
89780	22943
89780	8325
89780	4920
89780	10159
89780	650
89780	1855
89780	9350
89780	2869
89780	2719
89780	9101
89780	81029
89780	147111
89780	7311
89780	6424
89780	5527
89780	5528
89780	5515
89780	5754
89780	1452
89780	7478
89780	8322
89780	7976
89780	7316
89780	84133
89780	54894
89780	6259
81559	7334
81559	128434
5506	3643
5506	79660
5506	5511
5506	2997
5506	253314
5506	2932
5506	5499
5506	5501
5506	5509
5506	5500
5506	3630
5506	90673
5506	5515
5506	6196
5506	10603
5506	84687
136991	143689
136991	201164
136991	3320
136991	55124
136991	84944
136991	11022
136991	113802
136991	122402
136991	91646
136991	54514
136991	121355
136991	51503
57630	57619
57630	4296
57630	4089
57630	665
57630	208
57630	5601
57630	207
10324	131377
10324	26249
10324	3927
10324	84861
10324	64410
10324	55975
10324	55958
10324	59349
10324	4892
10324	11146
10324	553115
10324	9903
10324	57542
10324	7136
10324	8405
10324	79734
10324	54800
10324	84541
10324	56203
10324	11275
10324	90293
10324	253980
10324	7138
10324	8139
10324	8507
10324	4703
55760	84135
55760	25879
55760	55720
55760	10885
55760	57647
55760	84128
55760	1662
55760	26155
55760	10992
55760	79039
55760	79050
55760	83479
55760	60487
55760	23451
55760	6633
55760	55127
55760	92565
55760	56647
55760	7390
55760	22984
55760	988
55760	64794
55760	9790
55760	51340
55760	10528
55760	79954
55760	317781
55760	23160
55760	24144
55760	11137
55760	9343
55760	6635
55760	8602
55760	54475
55760	139231
55760	27042
55760	134430
55760	29102
55760	340745
55760	23223
55760	10607
55760	10594
55760	26156
55760	23131
55760	11056
55760	57062
55760	55661
29789	3313
29789	3308
29789	7284
29789	1937
29789	6157
29789	6125
29789	7407
29789	10134
29789	672
27295	4632
27295	859
27295	9260
27295	7125
27295	6345
27295	11155
27295	4607
27295	88
27295	4703
23643	7098
23643	929
23643	7314
23643	51311
23643	54472
23643	7334
23643	633
23643	29110
23643	7335
23643	5781
23643	3146
23643	7323
23643	54106
23643	7096
23643	23118
23643	26052
23643	6279
23643	6280
23643	3654
23643	1147
23643	27069
23643	6441
23643	1759
23643	7321
23643	7099
23643	9450
23643	3329
23643	1785
23643	114609
23643	10010
23643	3665
23643	7322
23643	3569
23643	7311
23643	10333
23643	51135
23643	960
23643	7124
23643	387
23643	4615
23643	353376
23643	3551
23643	7189
23643	7100
23643	7316
23643	7187
23643	9641
23643	23098
23643	3661
23643	329
23643	9865
23643	5336
23643	8517
1525	8648
1525	8777
5651	6690
5651	375790
351	6285
351	23385
351	824
351	213
351	27242
351	120892
351	2923
351	3960
351	3308
351	43
351	7804
351	5481
351	10098
351	2147
351	6868
351	836
351	81832
351	1601
351	1191
351	9546
351	6440
351	274
351	8542
351	23621
351	811
351	4018
351	3309
351	2932
351	5663
351	23542
351	6900
351	2192
351	25825
351	3320
351	349667
351	6622
351	10524
351	4137
351	26088
351	4089
351	1499
351	1508
351	10307
351	2534
351	3064
351	84894
351	3240
351	23237
351	5725
351	60
351	337
351	4763
351	841
351	4217
351	8883
351	5602
351	9179
351	4133
351	5646
351	27185
351	5664
351	7042
351	127833
351	8504
351	336
351	51107
351	4803
351	4791
351	3725
351	1600
351	2902
351	54209
351	23555
351	6714
351	2934
351	177
351	1282
351	55937
351	7917
351	199
351	10211
351	29979
351	5653
351	22883
351	9445
351	5621
351	10531
351	10971
351	7436
351	2885
351	8301
351	5599
351	3688
351	2903
351	3630
351	152330
351	1471
351	1742
351	2280
351	5970
351	2160
351	2309
351	51454
351	51449
351	5649
351	5601
351	81619
351	6464
351	1139
351	10452
351	627
351	3831
351	5360
351	5793
351	4311
351	1020
351	323
351	4914
351	823
351	3312
351	1410
351	1622
351	9454
351	3250
351	116519
351	8650
351	321
351	3949
351	10418
351	341
351	344
351	346
351	55851
351	2670
351	2358
351	322
351	2904
351	4684
351	4747
351	340348
351	154754
9510	11096
9510	9508
9510	57188
9510	157869
9510	170689
9510	4327
9510	339366
9510	2192
9510	23275
9510	9719
9510	79875
9510	7058
9510	9507
9510	54507
9510	11093
9510	140766
9510	92949
9510	11174
9510	9037
9510	11173
9510	80070
9510	176
9510	54437
9510	221981
9510	56999
9510	81792
9510	10418
9510	7422
9510	10417
11096	9508
11096	57188
11096	157869
11096	170689
11096	4314
11096	339366
11096	63827
11096	23275
11096	9719
11096	79875
11096	7058
11096	9507
11096	54507
11096	11093
11096	6385
11096	140766
11096	1280
11096	92949
11096	11174
11096	9037
11096	11173
11096	80070
11096	176
11096	54437
11096	221981
11096	56999
11096	81792
11096	10418
11096	10417
80746	10898
80746	54913
80746	51010
80746	283989
80746	112942
80746	116461
80746	57038
80746	1478
80746	1653
80746	283742
80746	79042
80746	339487
80746	10978
80746	10775
80746	29894
7476	27123
7476	8324
7476	11197
7476	8321
7476	7484
7476	54361
7476	7471
7476	4041
7476	2487
7476	6469
7476	7480
7476	64840
7476	2535
7476	7481
7476	7479
7476	7477
7476	1499
7476	8326
7476	79971
7476	8323
7476	7855
7476	7482
7476	50999
7476	22943
7476	8325
7476	1855
7476	2719
7476	81029
7476	147111
7476	6424
7476	7478
7476	8322
7476	7976
7476	6259
7508	2071
7508	1642
7508	7314
7508	2237
7508	200558
7508	126074
7508	2072
7508	5591
7508	7334
7508	8607
7508	2966
7508	93973
7508	10277
7508	545
7508	2073
7508	7329
7508	2074
7508	79840
7508	10445
7508	60
7508	5887
7508	5893
7508	5980
7508	2547
7508	54617
7508	142
7508	9557
7508	1069
7508	29935
7508	6118
7508	7507
7508	8451
7508	64421
7508	5888
7508	29844
7508	2068
7508	7520
7508	7341
7508	10401
7508	125150
7508	23028
7508	8450
7508	54891
7508	7155
7508	86
7508	51317
7508	5424
7508	64210
7508	7518
7508	7336
7508	1070
7508	3014
7508	4798
7508	7316
7508	2967
7508	54778
7508	283899
7508	5886
7508	404672
7508	3981
4645	4218
4645	51762
4645	56776
4645	9230
4645	6809
4645	22841
4645	60
4645	57111
4645	10133
4645	10612
4645	71
201163	245972
201163	9114
201163	84219
201163	55255
201163	534
201163	90423
201163	11337
201163	8567
201163	7030
201163	5571
201163	1946
201163	527
201163	3320
201163	54468
201163	389541
201163	5562
201163	51606
201163	2475
201163	28956
201163	58528
201163	64121
201163	9550
201163	10670
201163	6396
201163	8502
201163	51520
201163	528
201163	153129
201163	81929
201163	9681
201163	140775
201163	23395
201163	155066
201163	83871
201163	9296
201163	96459
201163	8649
201163	8992
201163	533
201163	64223
201163	203228
201163	8131
92106	93550
92106	165904
92106	285381
92106	121274
10449	5192
10449	51
10449	1632
10449	28976
10449	84532
10449	3157
10449	3032
10449	4191
10449	55670
10449	30
10449	1743
10449	1431
10449	2109
10449	8310
10449	39
10449	1892
10449	36
10449	3158
10449	1629
10449	34
10449	1376
10449	64064
10449	3155
10449	5095
10449	7347
10449	8803
10449	10455
10449	3030
10449	8802
10449	54511
10449	5096
10449	8801
10449	2180
10449	2110
10449	55862
10449	37
10449	79611
10449	4329
10449	2108
10449	81616
10449	3033
10449	197322
220134	701
220134	9133
220134	9833
220134	5347
220134	22974
220134	332
220134	699
220134	150468
220134	79801
220134	91272
220134	9212
220134	221150
220134	348235
220134	1058
220134	1063
220134	4751
220134	259266
220134	7272
220134	11004
220134	991
220134	55143
220134	24137
220134	1894
220134	10112
220134	983
220134	29127
220134	7153
220134	55355
220134	83461
220134	80152
220134	147841
124739	7314
124739	9636
124739	7326
124739	7311
124739	5424
124739	7316
124739	9100
51560	84342
51560	9648
51560	81876
51560	5870
51560	339122
51560	23339
51560	23299
51560	1121
51560	25782
51560	1122
51560	8675
51560	2800
51560	23637
51560	9827
51560	2665
51560	143187
51560	4905
51560	7110
51560	5861
51560	2664
51560	57511
51560	55275
51560	6293
51560	22930
51560	57589
51560	5129
51560	375
51560	22931
51560	63908
51560	10139
8714	11309
8714	213
8714	200931
8714	6579
8714	2172
91369	10484
91369	89866
91369	9919
91369	10483
91369	9632
91369	56681
91369	6396
91369	10802
91369	51128
91369	55578
91369	10427
81552	116159
81552	388336
81552	51741
51373	63875
51373	124995
51373	51023
51373	9553
51373	54948
51373	54148
51373	28998
51373	64978
51373	51642
51373	65003
51373	78988
51373	26589
51373	10240
51373	64963
51373	64951
51373	51649
51373	90480
51373	116541
51373	64976
51373	6182
51373	51263
51373	51318
51373	84545
51373	55052
51373	54998
51373	92399
51373	122704
51373	51253
51373	79590
51373	219927
51373	29074
51373	7818
51373	65005
51373	64975
51373	51116
51373	64928
51373	55168
51373	118487
51373	51021
51373	64960
51373	54534
51373	64949
51373	219402
51373	51069
51373	51650
51373	9801
51373	6150
51373	64968
51373	6183
51373	128308
51373	57129
51373	56945
51373	85476
51373	63931
51373	64979
51373	10884
51373	23107
51373	29093
51373	28977
51373	54460
51373	84311
27123	11197
27123	8321
27123	7484
27123	54361
27123	7471
27123	4041
27123	7480
27123	79412
27123	2535
27123	7481
27123	83999
27123	7479
27123	7477
27123	7482
27123	22943
27123	27122
27123	81029
27123	7478
760	27306
760	1495
760	1499
760	1811
760	5906
760	3329
760	65010
760	1500
760	8671
761	6518
245972	9114
245972	147007
245972	84219
245972	81501
245972	534
245972	90423
245972	57521
245972	50617
245972	144577
245972	527
245972	23545
245972	203547
245972	23339
245972	11133
245972	54468
245972	10533
245972	51606
245972	7037
245972	2475
245972	4508
245972	4509
245972	58528
245972	537
245972	64121
245972	9550
245972	90231
245972	10159
245972	92270
245972	10670
245972	6396
245972	133308
245972	528
245972	153129
245972	81929
245972	9681
245972	23677
245972	4772
245972	27244
245972	155066
245972	9296
245972	96459
245972	8992
245972	533
245972	23334
245972	54
245972	8131
2071	9443
2071	5439
2071	26043
2071	7486
2071	6881
2071	5469
2071	1642
2071	5436
2071	51082
2071	613
2071	2072
2071	6879
2071	5591
2071	7334
2071	5426
2071	5441
2071	2966
2071	246721
2071	30834
2071	51616
2071	83860
2071	2963
2071	5440
2071	2073
2071	27030
2071	7329
2071	2074
2071	2961
2071	5887
2071	56949
2071	2547
2071	6882
2071	6884
2071	9557
2071	6877
2071	1069
2071	2959
2071	9533
2071	129685
2071	1025
2071	6118
2071	7507
2071	6873
2071	5111
2071	102157402
2071	6880
2071	5431
2071	57654
2071	8812
2071	2068
2071	6908
2071	7520
2071	5984
2071	10401
2071	2962
2071	2958
2071	6878
2071	5435
2071	5424
2071	5378
2071	6872
2071	64210
2071	5437
2071	7518
2071	728340
2071	7336
2071	6917
2071	22827
2071	84172
2071	2967
2071	2957
2071	54778
2071	5886
2071	6829
2071	404672
2071	5434
2071	5430
2071	9401
2071	548644
2071	3981
2071	9150
4956	389
4956	10615
4956	6676
4956	375686
4956	387
4956	4957
4956	996
4956	94086
7071	6477
7071	10765
7071	50943
7071	25942
51633	55432
51633	55611
55326	9162
55326	1040
55326	129642
55326	2820
55326	253558
55326	56895
55326	154141
55326	1606
55326	160851
55326	5337
55326	55750
55326	8443
55326	10555
55326	64900
55326	10554
55326	56894
55326	1607
55326	150763
55326	23175
55326	8525
55326	8760
23324	57134
23324	4125
23324	4123
6782	23165
6782	9530
6782	129401
6782	22824
6782	3313
6782	3308
6782	9688
6782	10294
6782	4928
6782	10808
6782	3309
6782	9529
6782	348995
6782	149998
6782	29978
6782	10762
6782	10963
6782	8021
6782	7175
6782	56893
6782	9531
6782	259217
6782	9532
6782	55706
6782	23511
6782	6873
6782	51182
6782	23279
6782	27000
6782	6303
6782	6396
6782	55466
6782	9883
6782	8480
6782	81929
6782	7266
6782	573
6782	9972
6782	79023
6782	4927
6782	23636
6782	100101267
64092	8819
388272	3065
389	7074
389	114793
389	3099
389	1636
389	29941
389	94274
389	5881
389	27289
389	9475
389	11156
389	91010
389	3984
389	9138
389	3985
389	50650
389	5585
389	5170
389	10276
389	60
389	5364
389	4478
389	4628
389	9826
389	4803
389	5586
389	7803
389	5567
389	7454
389	10097
389	11113
389	1894
389	7041
389	23002
389	226
389	5500
389	4629
389	23365
389	1729
389	1500
389	6093
389	998
389	2909
389	4659
389	387
389	10672
389	3098
389	10507
389	4637
389	207
389	71
389	103910
389	79784
389	4660
389	342184
83752	219743
83752	5192
83752	51
83752	5194
83752	10845
83752	189
83752	8309
83752	1384
83752	51268
83752	10730
83752	122970
83752	26061
83752	10901
83752	4843
83752	153443
83752	8310
83752	5195
83752	5828
83752	8443
83752	8528
83752	6342
83752	3155
83752	54363
83752	4358
83752	10455
83752	23600
83752	390916
83752	3417
83752	5830
83752	54677
83752	3295
83752	2053
83752	373156
83752	5193
83752	51179
84365	5822
84365	10197
84365	6059
84365	84135
84365	25879
84365	65083
84365	142940
84365	55720
84365	51082
84365	5036
84365	146212
84365	6137
84365	10885
84365	84294
84365	56257
84365	6138
84365	6169
84365	57647
84365	6124
84365	84128
84365	1662
84365	4234
84365	26155
84365	6210
84365	54984
84365	65095
84365	51236
84365	23212
84365	79039
84365	1974
84365	55272
84365	79050
84365	4733
84365	30834
84365	55505
84365	55794
84365	1665
84365	54552
84365	55299
84365	23076
84365	6129
84365	51077
84365	55646
84365	6122
84365	6157
84365	6146
84365	9188
84365	23481
84365	55153
84365	51202
84365	79159
84365	84549
84365	23560
84365	64216
84365	55127
84365	51018
84365	84946
84365	4288
84365	56647
84365	23195
84365	1736
84365	22984
84365	6125
84365	80135
84365	7268
84365	64318
84365	57109
84365	6130
84365	6838
84365	64794
84365	23404
84365	9533
84365	29889
84365	5303
84365	51042
84365	3692
84365	9790
84365	6135
84365	9277
84365	90121
84365	51154
84365	2794
84365	221078
84365	64425
84365	51182
84365	55003
84365	6194
84365	10528
84365	387129
84365	10514
84365	79954
84365	4839
84365	692312
84365	6152
84365	10813
84365	9045
84365	6202
84365	317781
84365	23160
84365	9221
84365	25983
84365	23029
84365	6741
84365	6160
84365	11137
84365	6147
84365	729582
84365	26354
84365	117246
84365	84154
84365	6128
84365	8602
84365	51406
84365	10969
84365	84319
84365	30836
84365	54475
84365	8568
84365	285855
84365	51068
84365	27042
84365	6165
84365	9349
84365	134430
84365	6156
84365	51121
84365	9724
84365	54663
84365	9904
84365	84172
84365	23223
84365	6141
84365	6175
84365	10607
84365	23246
84365	26156
84365	25873
84365	6155
84365	10436
84365	345630
84365	57418
84365	26574
84365	5434
84365	10557
84365	11056
84365	51491
84365	57062
84365	10412
84365	55661
57639	197335
57639	55036
25929	23165
25929	129401
25929	51808
25929	6632
25929	8487
25929	9688
25929	4928
25929	10419
25929	50628
25929	22916
25929	348995
25929	6633
25929	10762
25929	8021
25929	7175
25929	10492
25929	11218
25929	55706
25929	23511
25929	203245
25929	4686
25929	23279
25929	54960
25929	6606
25929	6607
25929	6396
25929	9883
25929	8480
25929	81929
25929	11171
25929	6635
25929	6628
25929	1977
25929	1207
25929	9972
25929	79023
25929	10073
25929	4927
25929	23636
25929	100101267
9947	9092
9947	55511
9947	29940
9947	1485
9947	6757
9947	51438
9947	139135
9947	6756
9947	246100
9947	541466
136332	221002
136332	6821
136332	3141
136332	136306
231	873
231	3099
231	3101
231	2171
231	51181
231	2720
231	2027
231	121278
231	224
231	80201
231	223
231	2712
231	57016
231	5223
231	2739
231	57818
231	219
231	8644
231	7054
231	10587
231	501
231	1719
231	2710
231	3098
231	2026
231	1571
231	5053
340665	1562
340665	216
340665	1381
340665	1548
340665	29785
340665	1579
340665	1555
340665	220
340665	1576
340665	1544
340665	1558
340665	284541
340665	316
340665	1543
340665	1551
23165	9133
23165	3837
23165	57727
23165	10898
23165	129401
23165	22824
23165	3313
23165	51808
23165	53981
23165	6632
23165	332
23165	3308
23165	8487
23165	2733
23165	3310
23165	9688
23165	9212
23165	4928
23165	50628
23165	3309
23165	55339
23165	11260
23165	81608
23165	348995
23165	6633
23165	6672
23165	10762
23165	7329
23165	8021
23165	25909
23165	140609
23165	7175
23165	259217
23165	11218
23165	55706
23165	54830
23165	23511
23165	55143
23165	10783
23165	1104
23165	4686
23165	3304
23165	3303
23165	3305
23165	51182
23165	23279
23165	54960
23165	6396
23165	3306
23165	3619
23165	9883
23165	983
23165	8480
23165	729857
23165	81929
23165	6635
23165	5905
23165	6613
23165	6612
23165	7153
23165	6628
23165	7884
23165	1977
23165	3312
23165	10482
23165	9972
23165	5901
23165	79023
23165	3183
23165	10073
23165	4927
23165	23636
23165	100101267
23165	29894
1562	27306
1562	54578
1562	7364
1562	54576
1562	7363
1562	1579
1562	2944
1562	7367
1562	54490
1562	2938
1562	1576
1562	3363
1562	7366
1562	1544
1562	54575
1562	54600
1562	2941
1562	221357
1562	5950
1562	9585
1562	284541
1562	54657
1562	54579
1562	54577
1562	54658
1562	316
1562	1543
1562	2950
1562	10720
1562	54659
1562	2939
1562	574537
1562	2052
1562	1551
55732	55010
55732	9156
55732	259266
55732	63979
50940	114
50940	132
50940	1633
50940	115
50940	107
50940	5566
50940	112
50940	5151
50940	196883
50940	4882
50940	108
50940	55811
50940	4881
50940	5567
50940	5568
50940	353
50940	50808
50940	114880
50940	5573
50940	113
50940	79798
50940	150737
50940	111
50940	158
129831	3187
129831	10763
129831	3188
129831	146713
9601	1633
9601	7184
9601	5479
9601	414301
9601	55622
9601	80267
9601	811
9601	3309
9601	5034
9601	339416
9601	51477
9601	29966
9601	6836
9601	6821
9601	4148
9601	79174
9601	10130
9601	51726
9601	7873
9601	5611
9601	10525
53938	80335
53938	10569
53938	5093
53938	55280
53938	2173
53938	84164
53938	9973
843	8742
843	1973
843	8772
843	54205
843	8793
843	836
843	8837
843	637
843	8717
843	9588
843	355
843	5725
843	841
843	356
843	8661
843	840
843	58155
843	1147
843	331
843	1616
843	8718
843	23586
843	11124
843	8672
843	5783
843	57506
843	6416
843	1981
843	1977
843	3551
843	1982
843	317
843	329
843	9020
843	8517
8324	8321
8324	7484
8324	54361
8324	7471
8324	4041
8324	7480
8324	5881
8324	1857
8324	7481
8324	7479
8324	7477
8324	1499
8324	2335
8324	81839
8324	8323
8324	57216
8324	7482
8324	2239
8324	4919
8324	2778
8324	6385
8324	4920
8324	1855
8324	23002
8324	5599
8324	81029
8324	5754
8324	7478
8324	7976
8324	84133
8324	54894
8324	6259
64798	253260
64798	7248
64798	7532
64798	57521
64798	6199
64798	8408
64798	1978
64798	2810
64798	2475
64798	58528
64798	8945
64798	7529
64798	64121
64798	9675
64798	3476
64798	10670
64798	10971
64798	84335
64798	208
64798	9706
64798	7534
64798	2280
64798	55615
64798	207
64798	64223
1836	124583
1836	4148
1836	9060
1436	2207
1436	729230
1436	1234
1436	3562
1436	861
1436	719
1436	3479
1436	929
1436	7423
1436	5771
1436	713
1436	285
1436	1435
1436	8651
1436	55803
1436	5155
1436	942
1436	9402
1436	5154
1436	1524
1436	2213
1436	9332
1436	219972
1436	2214
1436	27287
1436	1520
1436	2209
1436	10451
1436	5770
1436	1441
1436	54209
1436	6714
1436	7099
1436	714
1436	712
1436	11326
1436	199
1436	9450
1436	51284
1436	6382
1436	10288
1436	2885
1436	3630
1436	3689
1436	8600
1436	1439
1436	6654
1436	9564
1436	64231
1436	146433
1436	6464
1436	3265
1436	5788
1436	8563
1436	56034
1436	5295
1436	284
1436	3684
1436	5228
1436	3690
1436	3687
1436	4360
1436	55620
1436	2323
1436	7422
1436	7424
1436	2246
134353	53981
134353	6632
134353	7015
134353	84967
134353	55135
134353	55505
134353	54552
134353	6633
134353	1736
134353	10492
134353	11218
134353	4904
134353	1478
134353	6635
134353	6628
134353	7884
134353	90459
134353	3183
134353	25888
134353	9994
134353	10728
9443	112950
9443	9442
9443	5439
9443	400569
9443	26043
9443	90390
9443	5346
9443	5469
9443	51129
9443	5436
9443	4023
9443	84868
9443	3952
9443	55588
9443	5105
9443	9282
9443	5441
9443	10025
9443	81857
9443	246721
9443	219541
9443	5440
9443	2961
9443	9439
9443	23097
9443	2959
9443	54797
9443	9968
9443	5431
9443	1024
9443	6908
9443	9862
9443	2962
9443	9969
9443	9370
9443	948
9443	5435
9443	5437
9443	116931
9443	1050
9443	892
9443	2957
9443	5434
9443	5430
9443	10001
9443	6837
9443	548644
114	5147
114	5152
114	115
114	2785
114	107
114	94235
114	136
114	2783
114	5581
114	5566
114	27115
114	112
114	5151
114	196883
114	2771
114	1909
114	818
114	5315
114	1260
114	5142
114	2774
114	54331
114	5138
114	817
114	108
114	2770
114	5144
114	8654
114	954
114	5143
114	5139
114	2913
114	1268
114	2773
114	5567
114	2778
114	5146
114	2740
114	2790
114	5568
114	1906
114	3704
114	5141
114	2786
114	5573
114	113
114	9495
114	5580
114	816
114	5137
114	2903
114	11069
114	346562
114	815
114	5150
114	5575
114	2641
114	1385
114	10411
114	5578
114	5136
114	111
114	5158
114	2793
114	10846
114	2904
114	2781
114	84876
114	2782
5922	22808
5922	161742
5922	5781
5922	8036
5922	4893
5922	55970
5922	3265
483	486
483	11194
483	112
483	20
483	5826
483	5350
483	477
483	481
483	480
483	6247
483	488
483	478
483	476
483	5348
10592	701
10592	9133
10592	3015
10592	4085
10592	5885
10592	9833
10592	29781
10592	5347
10592	22974
10592	6240
10592	699
10592	23244
10592	157570
10592	4176
10592	94239
10592	55320
10592	55055
10592	79915
10592	23047
10592	9212
10592	254394
10592	7298
10592	8208
10592	79075
10592	5426
10592	8243
10592	56992
10592	9918
10592	9735
10592	8338
10592	79648
10592	6218
10592	11065
10592	10051
10592	27127
10592	5557
10592	6241
10592	11169
10592	9126
10592	23137
10592	9824
10592	1063
10592	9928
10592	259266
10592	4288
10592	8349
10592	7272
10592	55165
10592	4998
10592	9585
10592	991
10592	23234
10592	24137
10592	1460
10592	26586
10592	5422
10592	5111
10592	5983
10592	5981
10592	10274
10592	5984
10592	1894
10592	3161
10592	3070
10592	9055
10592	3619
10592	10112
10592	983
10592	64105
10592	642636
10592	54892
10592	285643
10592	1111
10592	7155
10592	79677
10592	29127
10592	8318
10592	5424
10592	5985
10592	7153
10592	55872
10592	23310
10592	996
10592	8914
10592	6729
10592	51203
10592	10734
10592	4172
10592	89839
10592	9985
10592	5558
51643	2010
51643	6331
7411	10694
7411	131076
7411	7203
7411	10576
7411	7846
7411	84790
7411	6902
7411	6950
7411	112714
7411	3735
7411	10693
7411	8409
7411	10383
7411	5202
7411	2316
7411	5203
7411	10575
7411	10471
7411	5682
7411	8453
7411	5204
7411	9141
10	8209
10	1548
10	2944
10	1544
10	1066
10	1565
10	7498
10	1571
91748	116092
91748	3065
91748	23028
91748	3066
145483	79884
145483	51077
145483	9870
145483	145497
145483	145482
2776	8321
2776	283748
2776	643
2776	729230
2776	1234
2776	5731
2776	2785
2776	3973
2776	886
2776	3577
2776	1230
2776	6010
2776	2150
2776	382
2776	552
2776	94235
2776	6356
2776	6869
2776	10887
2776	136
2776	5028
2776	2783
2776	154
2776	7275
2776	1816
2776	2915
2776	3708
2776	1128
2776	3761
2776	147
2776	64805
2776	2147
2776	5566
2776	5029
2776	407
2776	5319
2776	2771
2776	1909
2776	1857
2776	3579
2776	2149
2776	5745
2776	79054
2776	5021
2776	60626
2776	7433
2776	57121
2776	8398
2776	54331
2776	887
2776	115557
2776	135
2776	9138
2776	23236
2776	857
2776	7204
2776	7225
2776	2770
2776	2100
2776	5733
2776	8323
2776	773
2776	1813
2776	2911
2776	6000
2776	183
2776	553
2776	26575
2776	5996
2776	64407
2776	5321
2776	6004
2776	1268
2776	4893
2776	2773
2776	4923
2776	2787
2776	5737
2776	55970
2776	2778
2776	338557
2776	186
2776	2740
2776	6714
2776	5998
2776	2790
2776	3710
2776	1902
2776	1903
2776	9630
2776	1910
2776	5332
2776	5590
2776	1855
2776	1906
2776	146
2776	7223
2776	2925
2776	148
2776	3030
2776	2788
2776	8681
2776	1133
2776	2786
2776	3770
2776	55188
2776	2869
2776	1812
2776	8802
2776	10287
2776	5599
2776	6387
2776	1241
2776	3269
2776	2852
2776	7289
2776	255189
2776	23365
2776	123745
2776	2642
2776	2492
2776	152
2776	6295
2776	7852
2776	6915
2776	23566
2776	100137049
2776	5999
2776	1129
2776	387
2776	10672
2776	409
2776	2099
2776	3265
2776	2846
2776	9266
2776	5578
2776	408
2776	8801
2776	185
2776	846
2776	2793
2776	5295
2776	431704
2776	7201
2776	151306
2776	8490
2776	3356
2776	7253
2776	1232
2776	64283
2776	6003
2776	9170
2776	5331
2776	56413
2776	624
2776	9628
2776	207
2776	5175
2776	353299
2776	100134444
2776	3768
2776	9294
2776	2357
2776	8605
2776	7409
2776	2867
2776	187
2776	10800
2776	2781
2776	151
2776	2782
2776	6351
2776	5336
2776	695
2776	347148
11197	8321
11197	7484
11197	54361
11197	7471
11197	4041
11197	2487
11197	7480
11197	23592
11197	2535
11197	7481
11197	7479
11197	7477
11197	1499
11197	7482
11197	10439
11197	22943
11197	27122
11197	81029
11197	6424
11197	7478
4325	4323
4325	1464
4325	64386
4325	50859
4325	4326
4325	9806
4325	6695
4325	5045
132	128
132	158067
132	79158
132	956
132	136
132	27115
132	5151
132	23382
132	1728
132	4191
132	7378
132	5142
132	5813
132	122622
132	5138
132	135
132	22978
132	5144
132	26289
132	204
132	5143
132	79925
132	79716
132	5139
132	93034
132	5167
132	4860
132	159
132	134
132	140
132	10768
132	953
132	377841
132	100
132	203
132	353
132	5141
132	6880
132	50808
132	56953
132	2030
132	205
132	3945
132	5137
132	272
132	137872
132	2950
132	2184
132	5150
132	115024
132	5169
132	221264
132	5136
132	270
132	100526794
132	4190
132	10846
132	3939
132	151531
132	51251
132	158
3778	776
3778	440699
3778	1448
3778	5566
3778	27094
3778	8727
3778	3739
3778	8912
3778	857
3778	7225
3778	773
3778	779
3778	3738
3778	5567
3778	389816
3778	5592
3778	126755
3778	778
3778	5568
3778	3736
3778	3758
3778	157855
3778	6915
3778	10242
3778	7220
3778	3781
3778	3737
3778	3780
3778	3782
10538	332
10538	116071
10538	3726
10538	2353
10538	6657
10538	6097
10538	4094
10538	6935
10538	5451
10538	3725
10538	5292
10538	2308
10538	3662
10538	977
10538	604
10538	2309
10538	1052
10538	3430
10538	3091
10538	1649
10538	4609
1633	158067
1633	6240
1633	7083
1633	956
1633	27115
1633	5151
1633	7298
1633	9377
1633	79077
1633	5142
1633	5138
1633	22978
1633	5144
1633	26289
1633	204
1633	5143
1633	1635
1633	5139
1633	93034
1633	6241
1633	5167
1633	4860
1633	2987
1633	953
1633	377841
1633	51727
1633	100
1633	203
1633	978
1633	64078
1633	353
1633	5141
1633	6880
1633	1854
1633	50808
1633	56953
1633	2030
1633	983
1633	205
1633	5137
1633	272
1633	5150
1633	115024
1633	5169
1633	221264
1633	5136
1633	270
1633	100526794
1633	10846
1633	51251
1633	158
9508	57188
